CodOp,NomePrograma,EixoPrioritario,TxCofinanciamentoFinal,ObjetivoTematico,PrioridadeInvestimento,DesignacaoOperacao,SiglaFundoOperacao,BeneficiarioOperacao,DataPrevIn,DataPrevFim,CustoTotalElegivelAprovado,ApoioTotalAprovado,Pais,DesignacaoNUTSII_Dominante,DesignacaoNUTSIII_Dominante,ConcelhoDominante,FreguesiaDominante,CodigoDomínioIntervencaoDominante,ResumoDaOperacao
POCH-03-5470-FSE-000055,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,30-03-2016,2281769.24,1939503.85,PT,Centro,Região de Coimbra,,,VII01117,"O presente projeto destina-se a apoiar a qualificação de adultos com vista a facilitar a sua integração na vida ativa. Os cursos de educação e formação para adultos (cursos EFA) constituem-se como um dos principais instrumentos para a qualificação de adultos, visam a redução dos seus défices de qualificação bem como a melhoria dos níveis de empregabilidade e de inclusão social e profissional."
POCH-03-5470-FSE-000056,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,31-12-2016,1616907.9,1374371.72,PT,Alentejo,Alentejo Litoral,,,VII01117,O presente projeto visa o aumento dos níveis de qualificação escolares da população ativa da área de influência geográfica do Centro de Emprego e Formação Profissional.
POCH-03-5470-FSE-000057,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,31-12-2016,3960709.16,3366602.79,PT,Norte,,,,VII01117,"A candidatura tem como objetivo primordial elevar a qualificação dos adultos segundo uma lógica de dupla certificação, contribuindo assim para melhorar os seus níveis de empregabilidade e de inclusão social e profissional. "
POCH-03-5470-FSE-000058,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,31-12-2016,2611828.05,2220053.84,PT,Alentejo,Alentejo Central,,,VII01117,"A postura do Centro tem evoluído no sentido do alargamento das áreas de oferta formativa em estreita ligação com o meio envolvente (empresarial e institucional), visando a integração profissional no mercado de emprego dos adultos que frequentam acções de qualificação e/ou reconversão. Têm direccionado o seu trabalho no sentido de responder às exigências de preparação e qualificação da população por forma vencer os desafios da competitividade e d"
POCH-03-5470-FSE-000059,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,31-12-2016,3142903.06,2671467.6,PT,Norte,Área Metropolitana do Porto,,,VII01117,"Proporcionar uma formação de dupla certificação a adultos não qualificados ou sem qualificação adequada para efeitos de inserção no mercado de trabalho e que não tenham concluído a escolaridade de nove anos ou o ensino secundário (12.º ano), conforme a situação que lhes for aplicável."
POCH-03-5470-FSE-000060,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,31-12-2016,8259656.68,7020708.18,PT,Norte,,,,VII01117,"Esta candidatura visa proporcionar aos adultos da região uma progressão escolar ao nível do 6º, 9º ano ou 12º ano, associada a uma qualificação profissional de nível 2 ou 4, nas diversas áreas de formação a que nos propomos.

"
POCH-03-5470-FSE-000061,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,01-03-2016,2576587.93,2190099.74,PT,Centro,Viseu Dão Lafões,,,VII01117,"O presente projeto destina-se a apoiar a qualificação de adultos com vista a facilitar a sua integração na vida ativa. Os cursos de educação e formação para adultos (cursos EFA) constituem-se como um dos principais instrumentos para a qualificação de adultos, visam a redução dos seus défices de qualificação bem como a melhoria dos níveis de empregabilidade e de inclusão social e profissional."
POCH-03-5470-FSE-000062,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,31-12-2016,5605232.55,4764447.67,PT,Norte,,,,VII01117,"Constitui objetivo da presente candidatura promover os cursos de formação de Educação e Formação de Adultos, dirigidos a adultos em situação de desemprego, privilegiando a obtenção de uma qualificação escolar e a sua inserção no mercado de trabalho, com vista à melhoria dos níveis de empregabilidade e de inclusão social e profissional."
POCH-03-5470-FSE-000063,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,31-12-2016,3479118.5,2957250.73,PT,Norte,,,,VII01117,"A aposta na qualificação dos portugueses constitui condição necessária para sustentar a estratégia de crescimento económico e coesão social, assumida como prioridade do Governo e, nomeadamnte do IEFP,I.P. a quem compete a execução das políticas de emprego e formação profissional. A oferta de educação e formação contemplada neste projecto visa acções de dupla certificação, associando a certificação escolar (básico e secundário) a uma qualificação"
POCH-03-5470-FSE-000064,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos Educação e Formação de Adultos,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,16-12-2015,545022.07,463268.76,PT,Alentejo,Lezíria do Tejo,,,VII01117,"O baixo nível de qualificação da população portuguesa e de modo particular na nossa região,  leva-nos a estruturar uma oferta formativa que vá, por um lado, ao encontro das necessidades das empresas, e, por outro lado, vá também ao encontro do diversificado público alvo.
Assim, com este projecto pretende-se de forma transversal:
 - estreitar o relacionamento entre a formação e a educação, privilegiando, em primeira mão, a dupla certificação, e"
